Father_Occupation,Mother_Occupation,Application_Mode,Father_Qualification,Mother_Qualification,GDP,Scholarship_Holder,Inflation_Rate,Debtor,Application_Order,Target
6,7,44,37,19,1.79,0,0.5,0,1,1
10,4,1,1,1,1.74,0,1.4,0,2,1
7,9,18,38,19,0.79,1,-0.3,0,2,1
5,9,1,1,19,2.02,1,0.6,0,1,1
5,1,39,19,1,-3.12,1,-0.8,1,1,1
7,7,1,38,19,-3.12,1,-0.8,0,3,1
7,7,17,38,38,-1.7,1,3.7,0,1,1
3,4,1,19,9,0.32,0,2.6,0,1,1
7,5,17,38,38,-3.12,0,-0.8,0,1,1
8,4,1,38,38,-3.12,0,-0.8,0,5,1
6,5,1,38,19,-1.7,1,3.7,0,1,1
4,4,1,19,1,-3.12,0,-0.8,1,1,1
10,4,7,38,19,0.32,0,2.6,0,1,1
5,4,17,1,3,-0.92,0,0.3,0,2,1
1,1,17,37,1,1.74,0,1.4,0,6,1
3,4,1,37,1,-0.92,0,0.3,0,6,1
9,9,44,37,38,-0.92,0,0.3,0,1,1
1,9,42,3,19,-0.92,0,0.3,0,1,1
9,9,1,19,19,2.02,1,0.6,0,1,1
8,4,1,39,19,2.02,0,0.6,0,1,1
5,9,43,37,38,-4.06,0,2.8,0,1,1
8,7,17,38,38,2.02,1,0.6,0,3,1
8,7,1,38,38,0.32,0,2.6,0,1,1
5,5,17,38,19,2.02,0,0.6,0,1,1
7,7,1,37,38,-1.7,0,3.7,0,3,1
7,4,1,37,1,-1.7,1,3.7,0,4,1
9,9,1,38,19,1.79,0,0.5,0,1,1
3,3,1,1,1,0.32,0,2.6,0,3,1
3,7,39,19,37,-3.12,1,-0.8,1,1,1
5,9,18,37,38,-1.7,1,3.7,0,2,1
5,4,1,1,1,-3.12,1,-0.8,0,6,1
10,9,1,38,38,2.02,0,0.6,0,1,1
7,9,17,37,19,1.74,1,1.4,0,2,1
9,9,43,38,19,-0.92,0,0.3,0,1,1
7,9,7,37,37,1.79,0,0.5,0,1,1
7,4,17,19,19,2.02,0,0.6,0,2,1
7,9,17,19,1,2.02,0,0.6,0,5,1
9,9,17,37,19,0.79,1,-0.3,0,1,1
9,4,1,19,19,-0.92,1,0.3,0,3,1
9,7,1,19,38,1.74,1,1.4,0,3,1
4,4,1,19,19,1.79,1,0.5,0,1,1
7,5,1,37,19,-3.12,1,-0.8,0,1,1
9,9,1,1,19,1.74,0,1.4,0,1,1
0,0,1,37,36,0.32,0,2.6,0,1,1
7,9,1,19,19,2.02,0,0.6,0,1,1
9,9,1,38,38,-1.7,0,3.7,0,1,1
9,2,17,12,4,3.51,0,1.4,0,5,1
9,4,1,37,2,0.32,0,2.6,0,1,1
2,2,44,3,3,-4.06,0,2.8,1,1,1
10,1,51,3,3,2.02,0,0.6,1,1,1
7,7,1,19,1,0.79,1,-0.3,0,2,1
9,9,1,19,19,-1.7,0,3.7,0,3,1
8,8,53,38,1,3.51,1,1.4,0,1,1
7,5,17,38,19,-1.7,1,3.7,0,3,1
7,5,18,38,37,-1.7,0,3.7,0,1,1
9,9,1,38,38,1.74,0,1.4,0,3,1
172,143,53,19,1,3.51,0,1.4,0,1,1
6,9,1,37,37,-4.06,1,2.8,0,1,1
5,9,1,37,38,1.74,1,1.4,0,1,1
7,9,17,37,19,1.79,0,0.5,0,2,1
8,4,17,38,1,1.74,0,1.4,0,2,1
3,9,1,38,1,1.74,0,1.4,1,5,1
9,9,1,38,38,-3.12,1,-0.8,0,5,1
5,5,17,38,38,2.02,1,0.6,0,6,1
9,9,1,37,37,0.32,0,2.6,0,2,1
3,3,1,1,1,1.79,0,0.5,0,4,1
7,9,17,38,19,-1.7,1,3.7,0,3,1
10,3,1,1,1,2.02,0,0.6,0,1,1
5,5,1,38,38,-0.92,0,0.3,0,1,1
8,7,18,38,37,1.74,1,1.4,0,1,1
9,6,44,37,37,0.79,1,-0.3,0,1,1
9,9,1,19,19,1.74,0,1.4,0,5,1
7,7,17,38,19,-1.7,1,3.7,0,1,1
7,9,1,37,37,-3.12,1,-0.8,0,1,1
4,4,1,3,1,3.51,0,1.4,0,3,1
3,3,17,1,1,-0.92,1,0.3,0,4,1
9,4,39,19,19,3.51,1,1.4,0,1,1
3,3,1,1,1,1.74,0,1.4,0,1,1
9,9,1,19,19,-1.7,0,3.7,0,3,1
3,4,1,19,1,-1.7,0,3.7,0,2,1
9,9,1,38,37,1.74,1,1.4,0,4,1
9,9,44,1,19,1.79,0,0.5,0,1,1
9,4,1,37,19,0.32,0,2.6,0,1,1
9,9,1,38,38,-1.7,0,3.7,0,6,1
9,9,53,19,1,3.51,1,1.4,0,1,1
8,4,39,37,38,2.02,0,0.6,0,1,1
9,9,1,1,1,-1.7,0,3.7,0,1,1
9,5,1,19,1,-4.06,0,2.8,0,1,1
5,3,1,38,1,-3.12,0,-0.8,0,1,1
7,7,1,19,37,1.74,1,1.4,0,1,1
8,2,18,19,3,3.51,0,1.4,0,1,1
1,4,7,19,1,-4.06,0,2.8,0,1,1
8,9,1,38,19,0.32,0,2.6,0,1,1
3,5,39,1,1,-4.06,1,2.8,0,1,1
5,9,1,37,37,0.79,0,-0.3,0,3,1
7,2,1,1,1,-3.12,1,-0.8,0,2,1
10,3,1,19,3,-3.12,0,-0.8,0,2,1
9,4,17,19,1,0.79,0,-0.3,0,1,1
175,191,17,38,38,3.51,0,1.4,1,5,1
3,9,17,1,12,1.79,1,0.5,0,1,1
9,3,44,37,12,1.79,1,0.5,1,1,1
9,9,39,38,37,1.79,0,0.5,0,1,1
8,9,17,19,19,-0.92,1,0.3,0,1,1
7,9,1,38,38,3.51,1,1.4,0,2,1
90,1,1,1,12,0.32,0,2.6,0,1,1
7,9,17,1,38,0.79,1,-0.3,0,5,1
5,5,18,37,38,1.74,1,1.4,0,2,1
1,9,15,1,38,1.79,0,0.5,0,1,1
7,9,16,37,19,1.74,1,1.4,0,2,1
9,9,43,37,37,-3.12,0,-0.8,0,1,1
7,4,18,1,19,0.79,0,-0.3,0,3,1
90,90,1,19,19,0.32,0,2.6,0,2,1
5,5,17,19,3,3.51,0,1.4,0,1,1
7,5,17,19,19,2.02,1,0.6,1,4,1
7,9,17,38,19,3.51,1,1.4,0,3,1
6,6,1,38,38,0.32,0,2.6,0,1,1
5,5,1,19,19,1.74,1,1.4,0,1,1
6,2,44,4,4,0.79,0,-0.3,0,1,1
7,9,17,38,19,3.51,1,1.4,0,1,1
7,5,1,38,38,1.74,1,1.4,0,3,1
8,4,16,38,1,-1.7,0,3.7,0,3,1
9,9,39,37,37,-4.06,0,2.8,0,1,1
9,9,18,1,1,1.79,1,0.5,0,1,1
6,9,1,37,38,1.74,0,1.4,0,1,1
3,7,1,19,19,0.32,0,2.6,0,5,1
9,9,1,1,1,1.79,0,0.5,0,1,1
3,4,17,1,1,2.02,0,0.6,0,6,1
6,6,43,1,1,-3.12,0,-0.8,0,1,1
4,4,44,19,1,-0.92,0,0.3,0,1,1
9,9,1,37,19,-4.06,0,2.8,0,1,1
7,5,18,37,19,1.74,1,1.4,0,2,1
8,9,44,38,38,-0.92,0,0.3,0,1,1
0,0,43,34,34,-3.12,0,-0.8,0,4,1
7,9,1,19,1,2.02,1,0.6,0,1,1
3,4,1,1,1,2.02,0,0.6,0,3,1
9,4,17,38,19,-0.92,1,0.3,0,1,1
7,4,17,38,19,-3.12,0,-0.8,0,1,1
3,3,51,1,2,3.51,0,1.4,0,1,1
1,9,39,37,37,1.74,0,1.4,0,1,1
6,2,1,1,3,3.51,1,1.4,0,2,1
9,9,17,1,1,-0.92,1,0.3,0,1,1
7,9,39,37,37,0.32,1,2.6,0,1,1
3,4,18,1,19,-4.06,1,2.8,0,2,1
2,4,53,3,1,3.51,1,1.4,0,1,1
0,4,17,19,19,0.32,0,2.6,0,6,1
9,9,39,37,37,0.79,0,-0.3,0,1,1
9,9,1,3,1,-0.92,0,0.3,0,1,1
8,5,39,1,19,2.02,1,0.6,0,1,1
5,2,7,1,3,2.02,0,0.6,0,1,1
5,5,43,37,1,-4.06,0,2.8,0,1,1
10,4,17,1,1,-4.06,0,2.8,0,2,1
4,4,44,38,1,0.79,1,-0.3,0,1,1
3,3,1,37,38,3.51,0,1.4,0,1,1
3,5,39,19,37,1.74,0,1.4,0,1,1
7,7,1,37,19,-3.12,0,-0.8,0,1,1
7,7,43,37,19,-4.06,0,2.8,0,1,1
9,5,17,37,19,2.02,1,0.6,0,1,1
9,9,10,1,3,1.79,0,0.5,0,1,1
7,9,1,37,19,2.02,1,0.6,0,1,1
1,4,17,1,19,3.51,0,1.4,0,1,1
9,9,39,37,37,2.02,0,0.6,0,1,1
3,4,1,1,1,-1.7,0,3.7,0,1,1
9,9,39,37,37,1.79,1,0.5,0,1,1
7,9,15,1,19,0.79,0,-0.3,0,1,1
5,9,17,1,38,0.32,0,2.6,0,3,1
6,9,15,37,37,2.02,0,0.6,0,1,1
9,9,1,38,1,-1.7,0,3.7,0,1,1
10,9,1,19,38,-3.12,1,-0.8,0,1,1
9,4,17,37,1,0.32,0,2.6,0,1,1
0,0,43,34,34,-3.12,1,-0.8,0,1,1
9,9,43,37,37,-1.7,0,3.7,0,1,1
9,9,7,37,37,0.79,0,-0.3,0,1,1
5,5,1,38,1,-3.12,0,-0.8,0,2,1
9,9,39,37,37,1.74,1,1.4,0,1,1
7,2,1,19,1,2.02,0,0.6,0,2,1
10,2,1,19,3,-3.12,0,-0.8,0,3,1
4,3,1,1,1,2.02,1,0.6,0,4,1
7,7,17,19,1,-1.7,1,3.7,0,6,1
5,9,17,38,19,0.79,1,-0.3,0,5,1
4,4,1,19,1,2.02,0,0.6,0,2,1
6,6,7,37,37,3.51,0,1.4,0,1,1
4,4,1,19,19,-0.92,0,0.3,0,4,1
7,9,1,37,37,-1.7,1,3.7,0,1,1
9,9,1,19,37,-4.06,1,2.8,0,1,1
8,9,1,38,29,0.32,0,2.6,0,1,1
99,4,17,19,1,0.32,0,2.6,0,2,1
9,9,1,1,19,0.79,1,-0.3,0,1,1
3,0,1,1,1,2.02,0,0.6,0,4,1
6,6,44,38,19,1.79,0,0.5,0,1,1
9,3,1,19,3,1.79,0,0.5,0,5,1
1,2,1,3,4,-3.12,0,-0.8,0,6,1
7,7,1,19,38,3.51,0,1.4,0,2,1
5,5,17,19,19,-0.92,0,0.3,0,2,1
3,5,39,37,38,1.74,1,1.4,0,1,1
9,6,1,38,37,0.32,0,2.6,0,1,1
10,9,42,1,1,-1.7,1,3.7,0,1,1
7,9,18,3,19,2.02,0,0.6,0,1,1
9,9,1,37,38,1.74,0,1.4,0,1,1
4,9,1,2,37,1.79,1,0.5,0,1,1
9,9,39,38,37,-3.12,0,-0.8,0,1,1
9,9,39,37,37,0.32,0,2.6,0,1,1
10,9,39,37,37,-4.06,0,2.8,0,1,1
5,7,17,37,38,-0.92,1,0.3,0,1,1
6,6,39,19,1,1.74,0,1.4,0,1,1
4,4,1,1,1,1.79,1,0.5,0,1,1
3,2,1,1,3,-0.92,0,0.3,0,1,1
3,4,1,37,1,1.79,1,0.5,0,4,1
7,9,1,38,38,-3.12,0,-0.8,0,2,1
4,4,17,1,1,1.79,0,0.5,0,5,1
9,9,17,19,37,1.74,0,1.4,0,2,1
3,3,1,19,1,3.51,0,1.4,0,2,1
7,4,43,38,1,0.79,1,-0.3,0,1,1
9,4,1,38,1,1.74,1,1.4,0,1,1
7,4,1,1,1,1.74,0,1.4,0,3,1
10,3,1,19,19,1.79,1,0.5,0,3,1
3,9,1,1,38,-3.12,0,-0.8,0,2,1
4,1,1,19,3,-0.92,0,0.3,0,1,1
9,9,43,37,37,0.32,1,2.6,0,3,1
6,4,53,19,1,3.51,0,1.4,0,1,1
2,5,1,3,3,0.79,0,-0.3,0,2,1
4,4,1,1,19,-4.06,0,2.8,0,1,1
7,9,17,37,1,0.79,1,-0.3,0,1,1
1,9,1,37,37,-3.12,0,-0.8,0,1,1
6,5,17,1,1,1.74,1,1.4,0,1,1
5,1,1,19,3,-3.12,0,-0.8,0,4,1
8,5,17,37,37,0.79,1,-0.3,1,1,1
2,4,1,3,19,-4.06,0,2.8,0,1,1
4,4,39,1,1,-0.92,0,0.3,0,1,1
9,4,17,1,1,0.32,0,2.6,0,4,1
3,3,39,1,1,3.51,1,1.4,0,1,1
90,4,17,36,37,0.32,0,2.6,0,1,1
5,5,17,37,37,1.74,0,1.4,0,3,1
2,2,1,3,3,-3.12,0,-0.8,0,5,1
9,9,17,1,38,1.74,0,1.4,0,3,1
9,9,1,38,37,-0.92,1,0.3,0,1,1
8,9,17,37,38,3.51,1,1.4,0,1,1
5,4,17,38,19,0.32,0,2.6,0,1,1
9,9,1,37,38,-3.12,1,-0.8,0,1,1
5,5,1,1,1,-1.7,0,3.7,0,1,1
7,7,1,38,38,1.74,0,1.4,0,1,1
9,4,39,19,1,-4.06,1,2.8,0,1,1
5,9,1,38,37,0.32,0,2.6,0,3,1
4,5,1,19,19,-3.12,1,-0.8,0,3,1
9,9,17,37,19,-1.7,1,3.7,0,4,1
10,4,17,19,1,-3.12,0,-0.8,0,2,1
7,7,1,38,38,-4.06,1,2.8,0,4,1
9,9,17,37,38,1.74,0,1.4,0,1,1
9,9,1,37,37,-0.92,1,0.3,0,2,1
8,2,51,3,3,3.51,0,1.4,0,1,1
9,9,1,1,2,1.74,1,1.4,0,1,1
10,3,1,19,19,2.02,0,0.6,0,1,1
99,99,43,34,34,-3.12,1,-0.8,0,1,1
9,9,43,37,37,-3.12,0,-0.8,0,1,1
10,5,1,3,3,1.79,0,0.5,0,3,1
8,3,44,19,2,-0.92,0,0.3,0,1,1
1,2,1,1,3,-3.12,0,-0.8,0,6,1
9,5,39,1,3,2.02,0,0.6,0,1,1
9,9,1,19,38,0.79,1,-0.3,0,1,1
5,2,1,19,4,-0.92,0,0.3,0,4,1
7,4,1,1,1,2.02,1,0.6,0,4,1
171,191,1,19,19,3.51,0,1.4,1,2,1
3,1,39,19,1,1.74,0,1.4,0,1,1
4,6,15,2,37,1.79,0,0.5,1,1,1
6,6,53,1,1,3.51,1,1.4,0,1,1
9,9,1,1,1,-0.92,1,0.3,0,2,1
7,4,1,38,19,-1.7,0,3.7,0,1,1
7,7,1,38,37,2.02,0,0.6,0,1,1
9,9,1,19,37,2.02,0,0.6,0,1,1
3,3,1,19,1,2.02,1,0.6,0,5,1
9,9,7,37,37,0.32,0,2.6,0,1,1
4,4,17,1,19,3.51,1,1.4,0,3,1
4,9,39,37,37,1.74,0,1.4,0,1,1
9,7,1,38,38,1.74,1,1.4,0,3,1
7,9,1,37,38,1.74,1,1.4,0,1,1
0,0,43,34,34,0.32,0,2.6,0,2,1
9,9,1,1,1,1.79,1,0.5,0,2,1
3,5,51,1,1,2.02,0,0.6,0,1,1
9,9,39,37,37,0.32,0,2.6,0,1,1
3,3,1,19,1,1.79,1,0.5,0,6,1
9,9,1,38,37,0.79,0,-0.3,0,2,1
6,6,43,37,37,-3.12,0,-0.8,0,1,1
9,9,43,37,37,-3.12,0,-0.8,0,1,1
3,3,1,3,3,1.79,0,0.5,0,1,1
3,5,17,37,19,-1.7,0,3.7,0,1,1
7,5,1,1,38,1.79,1,0.5,0,1,1
4,4,1,1,1,2.02,1,0.6,0,1,1
8,9,17,19,37,-0.92,1,0.3,0,2,1
9,3,17,38,19,-4.06,1,2.8,0,1,1
192,191,1,38,38,3.51,1,1.4,1,1,1
3,9,43,19,37,-3.12,0,-0.8,0,1,1
5,2,17,19,3,-3.12,0,-0.8,0,3,1
4,4,39,19,1,-4.06,0,2.8,0,1,1
6,3,1,38,1,-3.12,1,-0.8,0,1,1
9,9,1,1,1,1.79,0,0.5,1,6,1
2,2,1,5,5,1.79,0,0.5,0,2,1
3,3,1,19,3,-0.92,0,0.3,0,1,1
10,2,44,3,3,1.79,0,0.5,0,1,1
9,9,1,3,3,1.74,1,1.4,1,1,1
9,9,15,1,19,0.79,0,-0.3,1,1,1
2,4,17,4,1,2.02,0,0.6,0,3,1
5,9,17,38,37,0.32,0,2.6,0,1,1
7,3,39,1,1,-4.06,0,2.8,0,1,1
8,9,1,19,37,3.51,1,1.4,0,3,1
0,0,1,11,19,0.32,0,2.6,0,1,1
10,4,51,1,1,2.02,0,0.6,0,1,1
7,7,1,19,19,-3.12,1,-0.8,0,4,1
9,9,1,37,37,0.32,0,2.6,0,1,1
9,4,17,3,19,-1.7,0,3.7,0,1,1
5,10,1,19,1,1.74,0,1.4,0,1,1
3,9,1,2,19,0.32,0,2.6,0,1,1
8,2,10,19,2,2.02,0,0.6,0,1,1
3,9,1,1,1,1.74,0,1.4,0,1,1
4,4,1,43,40,2.02,0,0.6,0,1,1
7,7,1,37,38,-3.12,1,-0.8,0,5,1
3,4,18,1,1,1.79,0,0.5,0,1,1
1,4,1,12,12,2.02,0,0.6,0,1,1
8,2,53,1,3,3.51,0,1.4,0,1,1
0,3,43,37,1,1.79,0,0.5,1,1,1
4,4,42,9,1,-3.12,0,-0.8,0,1,1
4,4,1,1,1,0.79,0,-0.3,0,1,1
10,4,17,1,19,0.32,0,2.6,0,1,1
9,7,1,1,19,2.02,0,0.6,0,1,1
8,4,44,37,1,0.79,1,-0.3,0,1,1
9,5,1,12,4,1.79,0,0.5,0,6,1
10,9,1,1,19,1.74,0,1.4,0,6,1
2,2,1,3,3,0.32,0,2.6,0,1,1
5,4,1,19,3,0.79,0,-0.3,0,2,1
7,5,1,37,37,-3.12,0,-0.8,0,2,1
3,9,1,1,38,-0.92,0,0.3,0,2,1
4,9,1,12,12,0.32,0,2.6,0,1,1
8,4,1,37,1,0.32,0,2.6,0,4,1
8,5,17,38,19,0.32,1,2.6,0,5,1
10,9,1,38,19,-0.92,0,0.3,0,4,1
9,9,1,37,19,-1.7,1,3.7,0,2,1
8,9,1,38,37,-3.12,0,-0.8,0,2,1
1,5,17,38,37,-3.12,0,-0.8,0,3,1
10,4,17,1,1,2.02,0,0.6,0,1,1
4,9,1,19,38,1.74,1,1.4,0,1,1
9,9,17,19,19,0.79,1,-0.3,0,2,1
9,9,17,1,1,2.02,1,0.6,0,3,1
1,1,1,1,19,-4.06,0,2.8,0,4,1
7,5,17,38,38,1.79,0,0.5,0,1,1
3,3,17,19,19,3.51,0,1.4,0,2,1
4,9,39,37,19,-3.12,1,-0.8,0,1,1
9,9,1,38,19,1.79,1,0.5,0,4,1
3,3,17,38,1,2.02,0,0.6,0,6,1
10,2,17,1,4,0.79,0,-0.3,0,1,1
5,4,1,38,19,0.32,0,2.6,0,1,1
4,3,1,3,3,2.02,0,0.6,0,2,1
4,9,1,1,1,3.51,1,1.4,0,2,1
6,9,1,38,38,3.51,0,1.4,0,1,1
9,9,1,19,12,2.02,1,0.6,0,1,1
5,3,1,19,4,1.79,0,0.5,0,1,1
9,9,1,37,37,1.79,0,0.5,0,4,1
3,5,1,38,19,-3.12,0,-0.8,0,1,1
10,4,17,19,1,-1.7,0,3.7,0,1,1
9,9,1,38,38,-3.12,1,-0.8,0,1,1
5,5,18,37,38,-4.06,0,2.8,0,1,1
6,5,1,38,1,3.51,1,1.4,0,4,1
0,4,18,38,19,1.79,0,0.5,0,1,1
4,4,7,37,37,1.74,0,1.4,0,1,1
9,4,1,1,1,-3.12,1,-0.8,1,1,1
4,5,1,1,1,1.79,1,0.5,0,1,1
4,4,1,1,1,0.79,1,-0.3,0,2,1
1,4,17,3,1,-1.7,0,3.7,0,1,1
4,2,7,1,3,-4.06,0,2.8,0,1,1
4,3,1,19,1,-3.12,0,-0.8,0,1,1
7,4,1,2,1,0.79,0,-0.3,0,4,1
4,2,17,19,2,3.51,1,1.4,0,1,1
6,4,17,19,19,-1.7,1,3.7,0,1,1
10,3,1,12,1,1.79,0,0.5,0,4,1
102,191,44,19,1,0.79,0,-0.3,0,1,1
9,9,1,1,12,1.79,1,0.5,0,1,1
9,9,1,19,19,1.79,1,0.5,0,1,1
7,7,17,19,19,3.51,1,1.4,0,1,1
6,6,43,37,38,1.74,1,1.4,0,1,1
8,5,1,19,38,0.32,0,2.6,0,1,1
5,5,1,1,19,-3.12,1,-0.8,0,1,1
7,9,17,37,37,-1.7,1,3.7,0,2,1
9,9,42,37,37,-3.12,1,-0.8,0,1,1
3,3,1,37,19,2.02,1,0.6,0,2,1
5,5,17,19,37,1.74,0,1.4,0,1,1
181,193,1,38,37,2.02,0,0.6,0,1,1
2,0,1,19,30,0.32,0,2.6,0,5,1
8,4,17,37,3,1.79,0,0.5,0,1,1
9,9,17,37,37,0.79,0,-0.3,0,1,1
7,9,51,19,19,-0.92,0,0.3,1,1,1
9,9,51,38,38,3.51,0,1.4,0,1,1
10,4,1,37,1,0.32,0,2.6,0,1,1
8,9,39,37,37,1.74,0,1.4,0,1,1
2,9,16,37,37,-4.06,1,2.8,0,3,1
7,9,1,37,37,0.32,0,2.6,0,1,1
5,9,18,37,37,2.02,1,0.6,0,1,1
4,9,39,37,37,-4.06,0,2.8,0,1,1
6,6,1,19,19,2.02,0,0.6,0,1,1
6,6,39,1,3,-3.12,0,-0.8,0,1,1
10,9,1,1,38,-0.92,0,0.3,0,1,1
9,4,1,1,1,-1.7,1,3.7,0,2,1
8,5,1,12,1,3.51,0,1.4,0,1,1
10,4,43,19,4,0.79,0,-0.3,0,1,1
3,3,1,2,3,-3.12,0,-0.8,0,1,1
9,4,1,37,19,0.32,1,2.6,0,1,1
6,9,1,38,37,-1.7,0,3.7,0,1,1
10,9,17,19,19,2.02,0,0.6,0,2,1
6,9,39,37,19,-4.06,0,2.8,0,1,1
6,6,39,37,37,1.74,1,1.4,1,1,1
9,9,10,37,37,-3.12,0,-0.8,0,1,1
7,7,1,19,38,1.74,1,1.4,0,4,1
6,4,57,37,38,3.51,0,1.4,0,1,1
3,9,1,1,37,0.32,0,2.6,0,1,1
9,9,1,19,1,1.79,0,0.5,0,3,1
3,3,44,19,1,1.79,0,0.5,0,1,1
1,9,1,1,19,0.79,0,-0.3,0,2,1
5,2,17,1,3,0.79,0,-0.3,0,4,1
7,9,1,19,1,-1.7,0,3.7,0,4,1
3,9,1,38,37,-4.06,0,2.8,0,1,1
7,7,17,38,38,-4.06,1,2.8,0,1,1
5,4,1,19,1,-0.92,1,0.3,0,2,1
8,9,1,19,37,2.02,1,0.6,0,1,1
7,9,53,19,1,3.51,1,1.4,1,1,1
7,5,1,19,1,-3.12,1,-0.8,0,1,1
9,3,17,37,19,-0.92,1,0.3,0,6,1
8,9,17,19,19,1.74,1,1.4,0,5,1
9,9,1,1,1,-1.7,0,3.7,0,3,1
7,4,1,38,38,-0.92,0,0.3,0,1,1
9,9,17,19,38,3.51,0,1.4,0,4,1
8,9,1,38,1,-4.06,1,2.8,0,2,1
10,7,1,1,19,3.51,1,1.4,0,5,1
4,4,17,1,4,-4.06,1,2.8,0,5,1
10,1,1,37,1,3.51,0,1.4,0,1,1
4,9,1,3,19,0.32,0,2.6,0,1,1
9,5,1,38,38,-4.06,0,2.8,0,1,1
9,9,1,19,1,1.74,1,1.4,0,3,1
9,3,1,38,19,1.79,1,0.5,0,1,1
4,9,17,37,37,0.79,1,-0.3,0,2,1
10,4,1,1,38,1.74,0,1.4,0,4,1
8,4,17,37,19,-3.12,0,-0.8,0,1,1
6,3,17,3,3,0.79,0,-0.3,0,2,1
7,7,1,38,38,0.32,1,2.6,0,5,1
9,9,1,37,38,-1.7,1,3.7,0,1,1
1,2,1,4,4,0.32,0,2.6,0,1,1
8,9,1,37,37,-4.06,0,2.8,0,2,1
3,2,1,1,3,0.79,0,-0.3,0,3,1
9,9,1,37,19,2.02,1,0.6,0,1,1
8,4,1,19,19,0.32,1,2.6,0,3,1
7,5,1,37,38,0.32,0,2.6,0,5,1
1,2,1,4,5,-1.7,0,3.7,0,1,1
9,9,1,37,37,0.32,0,2.6,0,1,1
2,2,43,3,3,-4.06,0,2.8,0,1,1
7,7,1,1,38,1.79,0,0.5,0,2,1
5,5,18,19,37,-3.12,1,-0.8,0,1,1
3,4,18,1,1,-0.92,0,0.3,1,1,1
8,9,1,37,37,-4.06,1,2.8,0,6,1
9,9,1,38,19,-0.92,1,0.3,0,1,1
9,9,1,37,37,-3.12,0,-0.8,0,1,1
2,2,44,3,3,0.79,0,-0.3,0,1,1
2,9,17,1,19,1.79,1,0.5,0,1,1
9,9,1,19,19,-1.7,0,3.7,0,2,1
183,175,1,38,38,2.02,0,0.6,1,1,1
4,4,1,19,1,1.79,0,0.5,0,1,1
4,90,1,12,12,0.32,0,2.6,0,4,1
5,5,1,38,1,0.79,0,-0.3,1,1,1
7,9,1,37,37,-3.12,1,-0.8,0,1,1
3,3,1,3,5,0.79,0,-0.3,0,1,1
7,5,1,1,19,1.74,0,1.4,0,1,1
7,5,1,37,1,-0.92,1,0.3,0,1,1
5,4,1,37,19,0.32,0,2.6,0,2,1
5,4,17,1,1,-0.92,1,0.3,0,5,1
1,1,1,38,19,-1.7,0,3.7,0,3,1
9,9,17,37,37,0.32,0,2.6,0,5,1
9,9,1,19,38,3.51,0,1.4,0,5,1
8,4,17,38,19,-4.06,1,2.8,0,2,1
9,4,17,37,38,1.74,0,1.4,0,4,1
9,9,17,1,1,2.02,0,0.6,0,1,1
3,2,1,1,3,-1.7,0,3.7,0,2,1
9,7,39,37,37,1.74,0,1.4,0,1,1
6,9,1,37,37,-4.06,1,2.8,0,1,1
5,9,1,19,38,3.51,0,1.4,0,6,1
5,4,10,19,19,1.74,0,1.4,0,1,1
5,5,1,37,38,-0.92,1,0.3,0,1,1
3,3,1,19,1,2.02,0,0.6,0,1,1
7,7,1,37,38,-4.06,0,2.8,0,4,1
9,4,42,19,1,0.32,0,2.6,0,1,1
193,151,1,19,38,3.51,0,1.4,0,1,1
9,9,1,19,19,-4.06,1,2.8,0,1,1
10,9,44,19,37,-0.92,0,0.3,0,1,1
5,3,1,1,3,-3.12,0,-0.8,0,2,1
2,1,1,3,1,1.74,1,1.4,0,4,1
3,3,17,1,1,1.79,0,0.5,0,4,1
3,3,1,1,1,-1.7,0,3.7,0,2,1
3,9,44,1,1,1.79,0,0.5,0,1,1
9,5,17,37,38,1.74,1,1.4,0,1,1
9,9,1,38,38,2.02,0,0.6,0,6,1
2,3,18,3,1,-0.92,0,0.3,0,2,1
1,2,17,3,3,-0.92,0,0.3,0,1,1
8,5,1,1,1,-1.7,0,3.7,0,5,1
4,4,44,19,1,0.79,0,-0.3,0,1,1
7,9,7,1,37,2.02,0,0.6,0,1,1
3,4,43,38,1,0.79,1,-0.3,0,1,1
1,9,1,38,19,-3.12,0,-0.8,0,1,1
3,7,1,1,1,-4.06,0,2.8,0,4,1
5,5,17,1,1,-0.92,0,0.3,0,1,1
5,5,1,37,38,-3.12,0,-0.8,0,3,1
4,5,17,19,19,1.79,1,0.5,0,1,1
7,7,43,19,19,-0.92,1,0.3,0,1,1
5,7,17,19,19,-3.12,1,-0.8,0,1,1
7,5,1,38,19,-3.12,1,-0.8,0,6,1
3,2,17,1,3,-3.12,1,-0.8,0,1,1
8,5,1,19,37,0.79,1,-0.3,0,1,1
1,9,39,3,38,-4.06,0,2.8,0,1,1
6,6,17,38,19,-4.06,0,2.8,0,2,1
10,4,5,1,1,-0.92,0,0.3,0,2,1
4,4,1,1,1,-1.7,0,3.7,0,3,1
9,9,1,37,37,-3.12,0,-0.8,0,1,1
7,9,44,19,19,1.79,0,0.5,1,1,1
2,2,18,3,3,3.51,0,1.4,0,2,1
8,4,7,1,19,2.02,0,0.6,0,1,1
8,9,1,1,37,-1.7,0,3.7,0,1,1
9,4,39,1,1,-1.7,0,3.7,0,1,1
10,5,1,3,1,0.79,0,-0.3,0,2,1
7,9,1,19,19,1.74,1,1.4,0,2,1
3,3,1,3,3,1.79,0,0.5,0,1,1
9,3,1,1,1,-0.92,0,0.3,0,1,1
